customerID,gender,SeniorCitizen,Partner,Dependents,tenure,MonthlyCharges,Contract,Churn
CUST00445,Female,0,No,No,49,102.3,Month-to-month,No
CUST00446,Male,0,Yes,No,63,25.64,Two year,No
CUST00447,Male,0,No,Yes,64,83.62,Month-to-month,Yes
CUST00448,Male,0,No,No,57,68.84,Month-to-month,Yes
CUST00449,Female,0,Yes,No,52,74.01,Month-to-month,No
CUST00450,Female,0,No,No,46,101.29,Two year,No
CUST00451,Female,1,No,No,14,85.21,Month-to-month,Yes
CUST00452,Female,0,No,Yes,5,68.23,Two year,No
CUST00453,Female,0,No,Yes,24,104.92,Month-to-month,Yes
CUST00454,Male,0,Yes,No,5,103.42,Two year,No
CUST00455,Female,1,Yes,No,0,22.95,Month-to-month,No
CUST00456,Female,0,Yes,Yes,13,79.26,Month-to-month,No
CUST00457,Female,1,Yes,No,50,116.99,Two year,No
CUST00458,Male,0,No,No,70,90.61,Two year,No
CUST00459,Male,0,Yes,No,44,31.53,Two year,No
CUST00460,Male,0,Yes,No,71,76.21,Month-to-month,No
CUST00461,Female,0,No,Yes,66,56.85,Month-to-month,Yes
CUST00462,Male,0,No,Yes,36,32.94,One year,Yes
CUST00463,Female,0,Yes,No,57,106.54,Month-to-month,No
CUST00464,Male,1,Yes,No,6,57.53,Two year,No
CUST00465,Female,0,Yes,No,25,97.65,One year,No
CUST00466,Male,0,Yes,Yes,37,118.31,Month-to-month,Yes
CUST00467,Male,0,No,Yes,54,44.95,Month-to-month,Yes
CUST00468,Female,0,No,No,19,112.72,Month-to-month,Yes
CUST00469,Female,1,No,Yes,40,115.61,Month-to-month,Yes
CUST00470,Male,1,No,Yes,44,39.76,Month-to-month,Yes
CUST00471,Female,0,Yes,No,71,118.08,Two year,Yes
CUST00472,Female,1,Yes,Yes,5,50.74,One year,No
CUST00473,Male,1,No,No,3,101.86,Two year,Yes
CUST00474,Female,1,Yes,No,24,26.4,Month-to-month,Yes
CUST00475,Male,0,Yes,Yes,54,38.97,Two year,No
CUST00476,Female,0,Yes,Yes,58,21.86,One year,Yes
CUST00477,Male,0,Yes,Yes,33,64.01,Month-to-month,No
CUST00478,Female,0,No,Yes,68,91.47,Month-to-month,Yes
CUST00479,Male,0,No,Yes,37,48.74,One year,Yes
CUST00480,Female,1,No,Yes,60,40.43,Month-to-month,No
CUST00481,Female,0,No,No,1,74.62,One year,Yes
CUST00482,Male,1,Yes,No,26,110.16,One year,Yes
CUST00483,Female,0,Yes,Yes,28,43.78,One year,Yes
CUST00484,Male,1,Yes,No,8,38.14,Month-to-month,Yes
CUST00485,Female,0,Yes,Yes,12,25.12,Month-to-month,Yes
CUST00486,Female,1,No,No,19,55.18,One year,Yes
CUST00487,Female,0,Yes,No,31,90.64,One year,No
CUST00488,Female,0,Yes,No,61,54.59,Month-to-month,Yes
CUST00489,Male,0,Yes,No,17,38.04,Two year,No
CUST00490,Male,0,Yes,Yes,51,39.7,One year,Yes
CUST00491,Female,1,Yes,No,50,96.76,Month-to-month,No
CUST00492,Female,0,No,Yes,50,19.08,Month-to-month,Yes
CUST00493,Male,0,No,Yes,22,75.71,One year,No
CUST00494,Male,1,No,Yes,28,41.64,One year,No
CUST00495,Male,0,Yes,No,49,64.37,Month-to-month,Yes
CUST00496,Female,0,No,No,69,56.42,One year,No
CUST00497,Male,0,No,Yes,66,101.36,Month-to-month,Yes
CUST00498,Female,0,Yes,No,21,70.48,Month-to-month,Yes
CUST00499,Male,0,Yes,No,15,60.29,One year,Yes
CUST00500,Male,1,No,No,26,84.02,One year,No
CUST00501,Male,0,Yes,Yes,17,22.0,One year,No
CUST00502,Male,0,No,Yes,66,79.13,Two year,No
CUST00503,Male,0,Yes,Yes,57,66.08,One year,No
CUST00504,Male,1,Yes,Yes,65,91.87,Month-to-month,Yes
CUST00505,Female,0,Yes,No,49,19.69,Month-to-month,No
CUST00506,Female,0,Yes,Yes,60,79.18,Two year,No
CUST00507,Male,0,No,Yes,69,109.49,Two year,No
CUST00508,Female,1,No,Yes,67,113.72,Month-to-month,Yes
CUST00509,Female,0,Yes,No,17,96.12,Month-to-month,No
CUST00510,Male,0,No,No,24,93.85,Month-to-month,Yes
CUST00511,Male,0,No,Yes,40,28.87,Month-to-month,No
CUST00512,Female,0,No,No,35,58.54,Two year,No
CUST00513,Female,0,No,No,32,76.92,Two year,No
CUST00514,Female,0,Yes,Yes,57,114.82,One year,Yes
CUST00515,Female,0,Yes,Yes,49,18.54,Two year,Yes
CUST00516,Male,1,No,Yes,8,55.83,Month-to-month,Yes
CUST00517,Female,1,No,Yes,22,62.78,One year,Yes
CUST00518,Female,0,Yes,Yes,21,54.69,One year,No
CUST00519,Male,0,No,No,45,59.36,One year,Yes
CUST00520,Male,0,Yes,No,71,53.51,Two year,No
CUST00521,Female,0,Yes,No,51,44.63,One year,No
CUST00522,Male,0,No,No,14,115.58,Two year,No
CUST00523,Female,1,No,No,31,116.05,One year,No
CUST00524,Female,0,No,Yes,33,82.63,Month-to-month,No
CUST00525,Male,0,No,No,66,89.48,Month-to-month,Yes
CUST00526,Female,0,No,No,9,36.21,One year,Yes
CUST00527,Male,0,Yes,Yes,63,41.96,One year,Yes
CUST00528,Female,0,Yes,Yes,31,54.31,Two year,No
CUST00529,Male,0,No,Yes,69,104.5,Two year,No
CUST00530,Female,1,No,No,23,111.43,Two year,Yes
CUST00531,Male,0,Yes,No,61,21.32,Two year,No
CUST00532,Male,1,Yes,No,40,19.21,One year,Yes
CUST00533,Male,0,No,No,23,42.19,Month-to-month,Yes
CUST00534,Female,0,Yes,No,54,89.47,Month-to-month,Yes
CUST00535,Female,0,No,Yes,16,87.97,Two year,No
CUST00536,Female,0,No,No,25,115.83,Month-to-month,Yes
CUST00537,Male,0,No,No,17,104.64,Two year,No
CUST00538,Female,1,No,No,71,22.87,Two year,Yes
CUST00539,Male,0,Yes,No,60,27.82,Two year,No
CUST00540,Female,0,No,No,44,30.37,Month-to-month,No
CUST00541,Male,0,No,No,41,67.72,One year,No
CUST00542,Male,1,No,No,18,83.34,Two year,No
CUST00543,Female,1,Yes,Yes,20,49.98,Month-to-month,No
CUST00544,Female,1,No,No,46,71.14,One year,No
CUST00545,Male,0,Yes,Yes,30,113.92,One year,No
CUST00546,Male,0,Yes,No,13,113.55,Month-to-month,Yes
CUST00547,Male,0,No,Yes,13,33.84,Month-to-month,No
CUST00548,Female,0,Yes,Yes,36,30.89,Month-to-month,No
CUST00549,Male,0,Yes,No,41,65.65,Two year,No
CUST00550,Female,1,Yes,Yes,58,82.86,One year,No
CUST00551,Female,0,No,Yes,11,55.31,Month-to-month,Yes
CUST00552,Female,0,Yes,Yes,44,72.58,Month-to-month,No
CUST00553,Female,1,No,Yes,55,78.89,One year,No
CUST00554,Female,0,No,No,50,90.92,Month-to-month,No
CUST00555,Female,0,No,Yes,54,70.69,One year,No
CUST00556,Female,0,No,No,24,36.61,Two year,No
CUST00557,Female,1,No,No,24,33.52,Month-to-month,No
CUST00558,Male,0,Yes,No,34,62.72,Month-to-month,Yes
CUST00559,Male,0,Yes,No,27,49.78,Month-to-month,No
CUST00560,Female,1,Yes,No,10,115.07,Two year,Yes
CUST00561,Female,0,No,Yes,24,43.51,Two year,No
CUST00562,Male,0,Yes,No,56,119.44,Month-to-month,Yes
CUST00563,Male,0,No,No,39,34.18,Two year,No
CUST00564,Male,0,No,No,25,23.31,Month-to-month,No
CUST00565,Male,0,No,No,1,46.16,Month-to-month,Yes
CUST00566,Male,0,Yes,No,19,27.13,Month-to-month,Yes
CUST00567,Male,0,Yes,Yes,45,89.54,One year,No
CUST00568,Male,1,Yes,No,71,95.18,One year,No
CUST00569,Female,0,Yes,No,45,43.57,One year,Yes
CUST00570,Female,0,No,Yes,72,53.46,Month-to-month,No
CUST00571,Female,0,Yes,Yes,57,44.86,Month-to-month,Yes
CUST00572,Male,1,Yes,Yes,46,42.36,One year,No
CUST00573,Female,0,No,Yes,36,83.37,Month-to-month,Yes
CUST00574,Male,0,Yes,Yes,4,67.51,Month-to-month,Yes
CUST00575,Female,1,No,Yes,46,91.22,Month-to-month,Yes
CUST00576,Male,1,Yes,No,7,93.83,Month-to-month,No
CUST00577,Female,0,No,Yes,9,25.95,Two year,Yes
CUST00578,Male,0,Yes,No,24,85.0,Month-to-month,No
CUST00579,Male,1,Yes,No,58,61.56,One year,Yes
CUST00580,Male,1,No,Yes,68,63.19,Two year,No
CUST00581,Female,0,No,No,55,50.99,Two year,No
CUST00582,Male,1,No,No,57,58.5,Month-to-month,No
CUST00583,Female,0,Yes,No,0,40.63,Month-to-month,No
CUST00584,Male,0,Yes,Yes,4,33.92,Month-to-month,Yes
CUST00585,Male,0,No,No,11,76.04,One year,Yes
CUST00586,Male,0,No,Yes,62,88.34,Two year,No
CUST00587,Male,0,Yes,No,10,112.03,One year,Yes
CUST00588,Female,1,Yes,Yes,1,82.48,One year,Yes
CUST00589,Male,0,Yes,No,64,33.63,One year,No
CUST00590,Female,1,Yes,Yes,55,58.22,Month-to-month,Yes
CUST00591,Male,1,Yes,No,33,69.19,Month-to-month,No
CUST00592,Male,0,No,Yes,62,76.28,Month-to-month,No
CUST00593,Male,0,Yes,No,55,112.26,Month-to-month,Yes
CUST00594,Female,1,No,No,24,78.58,Month-to-month,Yes
CUST00595,Female,0,No,No,18,112.27,Month-to-month,Yes
CUST00596,Female,0,Yes,Yes,6,81.34,Month-to-month,Yes
CUST00597,Female,0,No,Yes,39,20.32,Month-to-month,Yes
CUST00598,Male,0,No,No,18,86.16,One year,Yes
CUST00599,Male,0,Yes,Yes,36,89.05,Month-to-month,Yes
CUST00600,Female,0,Yes,No,34,111.11,One year,Yes
CUST00601,Male,0,No,No,29,69.87,Two year,No
CUST00602,Female,1,Yes,Yes,25,64.71,Month-to-month,No
CUST00603,Male,0,Yes,No,42,93.93,Month-to-month,Yes
CUST00604,Female,0,No,Yes,64,24.32,Month-to-month,Yes
CUST00605,Female,0,No,Yes,19,58.07,Month-to-month,Yes
CUST00606,Female,0,No,Yes,19,49.86,Month-to-month,No
CUST00607,Female,0,Yes,Yes,69,38.64,One year,Yes
CUST00608,Male,1,Yes,Yes,40,72.36,Month-to-month,No
CUST00609,Male,0,Yes,Yes,40,60.23,Two year,No
CUST00610,Female,0,Yes,Yes,13,20.67,Month-to-month,No
CUST00611,Female,0,Yes,Yes,3,88.19,Month-to-month,Yes
CUST00612,Female,0,Yes,No,62,34.71,Month-to-month,Yes
CUST00613,Female,0,No,No,28,118.8,One year,No
CUST00614,Male,0,No,No,41,108.53,Two year,No
CUST00615,Male,1,No,No,68,107.33,Month-to-month,No
CUST00616,Male,1,No,Yes,31,58.35,Month-to-month,No
CUST00617,Female,0,Yes,No,56,49.06,Month-to-month,No
CUST00618,Female,0,No,No,6,110.17,One year,Yes
CUST00619,Female,0,Yes,Yes,69,60.18,Month-to-month,No
CUST00620,Male,1,Yes,No,11,88.56,Month-to-month,No
CUST00621,Male,0,Yes,Yes,57,26.7,One year,No
CUST00622,Male,1,No,Yes,21,75.68,Two year,No
CUST00623,Male,0,Yes,Yes,6,49.57,Month-to-month,No
CUST00624,Female,0,Yes,Yes,16,18.36,Two year,No
CUST00625,Male,1,No,No,69,80.01,Two year,No
CUST00626,Male,1,No,No,56,79.21,Month-to-month,Yes
CUST00627,Female,0,Yes,Yes,18,53.6,Month-to-month,Yes
CUST00628,Male,0,No,Yes,6,119.36,Month-to-month,Yes
CUST00629,Female,0,No,No,4,48.53,Month-to-month,Yes
CUST00630,Female,0,No,Yes,37,30.45,Month-to-month,No
CUST00631,Female,1,Yes,Yes,7,92.43,Month-to-month,Yes
CUST00632,Male,1,No,No,40,76.66,Month-to-month,No
CUST00633,Male,1,No,No,23,41.74,Two year,No
CUST00634,Male,0,Yes,Yes,59,30.03,One year,No
CUST00635,Female,1,Yes,No,44,83.03,One year,Yes
CUST00636,Male,0,No,Yes,39,74.1,Month-to-month,No
CUST00637,Male,0,No,No,72,20.97,One year,Yes
CUST00638,Female,0,No,No,4,67.11,One year,No
CUST00639,Female,1,No,Yes,66,91.95,Month-to-month,Yes
CUST00640,Male,0,No,No,8,46.61,Two year,Yes
CUST00641,Female,0,No,Yes,14,94.66,Two year,No
CUST00642,Female,0,No,No,11,42.24,Month-to-month,Yes
CUST00643,Female,0,No,Yes,14,21.81,Month-to-month,Yes
CUST00644,Male,1,Yes,No,64,52.69,Month-to-month,No
CUST00645,Female,0,Yes,Yes,66,31.54,One year,No
CUST00646,Female,1,Yes,Yes,39,88.08,Two year,No
CUST00647,Male,0,No,Yes,13,85.22,Month-to-month,Yes
CUST00648,Female,0,No,Yes,24,72.29,Month-to-month,No
CUST00649,Male,0,Yes,Yes,35,115.75,Month-to-month,No
CUST00650,Male,0,No,No,34,89.84,Month-to-month,Yes
CUST00651,Male,0,Yes,No,43,23.17,Month-to-month,Yes
CUST00652,Male,0,No,Yes,11,36.26,Month-to-month,Yes
CUST00653,Female,0,No,No,25,86.43,One year,No
CUST00654,Female,0,Yes,No,12,87.82,Month-to-month,No
CUST00655,Female,1,Yes,Yes,18,80.93,Two year,No
CUST00656,Female,0,No,No,58,24.67,Month-to-month,Yes
CUST00657,Female,1,Yes,No,44,30.99,One year,Yes
CUST00658,Male,0,Yes,No,68,78.23,Month-to-month,Yes
CUST00659,Male,0,No,No,8,101.02,Month-to-month,Yes
CUST00660,Female,0,Yes,Yes,9,90.61,One year,No
CUST00661,Male,1,No,Yes,56,115.5,Month-to-month,Yes
CUST00662,Male,1,No,No,7,101.34,Month-to-month,No
CUST00663,Male,0,Yes,No,68,80.79,Month-to-month,Yes
CUST00664,Male,0,No,No,55,111.34,One year,No
CUST00665,Male,1,Yes,No,7,73.99,Month-to-month,Yes
CUST00666,Female,0,No,Yes,30,78.2,Month-to-month,No
CUST00667,Female,1,No,No,69,35.69,Month-to-month,Yes
CUST00668,Female,0,No,Yes,36,86.35,Two year,Yes
CUST00669,Male,0,Yes,No,55,31.85,Two year,No
CUST00670,Female,1,No,Yes,58,74.31,Month-to-month,No
CUST00671,Female,0,Yes,No,0,104.37,One year,Yes
CUST00672,Female,1,No,Yes,4,89.9,One year,Yes
CUST00673,Female,0,Yes,No,59,71.38,Month-to-month,No
CUST00674,Male,1,Yes,No,6,72.57,Two year,Yes
CUST00675,Female,1,No,No,45,99.42,Two year,No
CUST00676,Male,0,No,Yes,60,76.43,One year,No
CUST00677,Female,0,No,No,10,25.84,Month-to-month,No
CUST00678,Female,0,No,No,32,29.38,Month-to-month,Yes
CUST00679,Male,1,No,Yes,33,42.09,One year,Yes
CUST00680,Male,0,Yes,Yes,19,94.78,Two year,No
CUST00681,Female,0,No,Yes,26,103.87,One year,Yes
CUST00682,Female,0,Yes,Yes,59,48.74,Month-to-month,No
CUST00683,Male,1,No,No,33,106.77,Month-to-month,Yes
CUST00684,Female,1,No,Yes,12,83.02,Two year,No
CUST00685,Female,0,No,No,34,44.05,Two year,No
CUST00686,Female,0,Yes,No,23,19.08,Month-to-month,Yes
CUST00687,Male,0,No,Yes,67,63.49,Month-to-month,Yes
CUST00688,Female,0,Yes,Yes,3,23.8,One year,No
CUST00689,Male,0,Yes,Yes,16,95.91,Month-to-month,Yes
CUST00690,Male,0,Yes,No,37,113.49,Month-to-month,No
CUST00691,Female,1,No,No,20,46.28,One year,Yes
CUST00692,Female,0,Yes,No,33,25.08,Month-to-month,No
CUST00693,Male,1,Yes,No,13,96.41,Month-to-month,Yes
CUST00694,Male,1,No,Yes,4,76.28,Month-to-month,Yes
CUST00695,Female,0,No,Yes,0,85.79,Two year,Yes
CUST00696,Female,1,Yes,No,61,104.09,Month-to-month,No
CUST00697,Male,0,Yes,No,61,72.6,Month-to-month,No
CUST00698,Female,0,No,Yes,11,105.04,Month-to-month,Yes
CUST00699,Female,0,Yes,Yes,70,57.18,Month-to-month,Yes
CUST00700,Female,0,No,No,10,62.67,Two year,Yes
CUST00701,Male,0,Yes,Yes,62,98.86,Month-to-month,No
CUST00702,Female,1,Yes,Yes,43,98.35,Month-to-month,Yes
CUST00703,Male,0,No,Yes,29,21.76,Two year,No
CUST00704,Male,1,Yes,Yes,16,82.53,Month-to-month,No
CUST00705,Male,1,Yes,Yes,13,78.69,Month-to-month,No
CUST00706,Male,0,No,No,51,117.54,Month-to-month,No
CUST00707,Male,0,Yes,Yes,22,30.32,Month-to-month,Yes
CUST00708,Female,0,No,Yes,56,77.36,Month-to-month,Yes
CUST00709,Female,0,Yes,No,10,36.3,Month-to-month,Yes
CUST00710,Female,1,No,Yes,26,45.64,Month-to-month,No
CUST00711,Male,0,Yes,Yes,63,26.98,One year,No
CUST00712,Female,0,No,Yes,71,29.99,Month-to-month,No
CUST00713,Male,0,Yes,No,26,37.76,Month-to-month,No
CUST00714,Female,1,Yes,Yes,5,55.15,Month-to-month,Yes
CUST00715,Female,0,No,Yes,13,112.34,One year,Yes
CUST00716,Male,1,Yes,Yes,30,78.46,One year,No
CUST00717,Male,0,Yes,Yes,41,42.19,Month-to-month,No
CUST00718,Male,1,Yes,Yes,60,23.54,One year,No
CUST00719,Male,1,Yes,No,47,91.42,Month-to-month,No
CUST00720,Female,0,No,Yes,4,24.08,One year,Yes
CUST00721,Female,1,No,Yes,43,48.11,Month-to-month,Yes
CUST00722,Male,0,Yes,No,66,119.56,Month-to-month,No
CUST00723,Female,0,Yes,No,31,62.29,Month-to-month,Yes
CUST00724,Male,0,No,Yes,5,92.81,Two year,Yes
CUST00725,Female,1,No,Yes,57,26.48,Month-to-month,No
CUST00726,Female,0,Yes,No,37,119.89,Month-to-month,Yes
CUST00727,Female,0,No,Yes,58,32.14,Month-to-month,No
CUST00728,Male,0,No,Yes,9,88.46,Month-to-month,Yes
CUST00729,Female,1,No,Yes,10,52.24,One year,No
CUST00730,Female,0,Yes,No,46,22.17,Month-to-month,Yes
CUST00731,Male,0,Yes,No,30,84.2,Month-to-month,No
CUST00732,Male,0,No,No,34,61.14,Month-to-month,Yes
CUST00733,Female,0,No,No,64,30.52,Month-to-month,No
CUST00734,Female,1,No,Yes,24,64.7,Two year,Yes
CUST00735,Male,0,Yes,Yes,21,89.1,Month-to-month,Yes
CUST00736,Male,0,No,No,69,66.34,Two year,No
CUST00737,Male,0,Yes,Yes,2,41.7,Two year,No
CUST00738,Female,1,No,No,62,89.08,One year,No
CUST00739,Female,1,No,Yes,39,44.52,Month-to-month,No
CUST00740,Female,0,Yes,No,36,34.97,Month-to-month,No
CUST00741,Female,0,Yes,Yes,20,22.2,Month-to-month,Yes
CUST00742,Male,1,No,No,23,90.13,Month-to-month,Yes
CUST00743,Female,0,No,No,69,72.43,Two year,No
CUST00744,Male,1,No,Yes,58,33.92,Two year,No
CUST00745,Female,0,No,No,18,92.31,One year,No
CUST00746,Female,0,No,Yes,17,29.92,One year,Yes
CUST00747,Male,1,No,Yes,41,83.41,Month-to-month,No
CUST00748,Male,0,Yes,Yes,10,63.44,Month-to-month,Yes
CUST00749,Male,1,Yes,No,40,70.18,One year,Yes
CUST00750,Female,1,Yes,No,47,19.24,Month-to-month,Yes
CUST00751,Female,1,Yes,Yes,56,60.39,One year,No
CUST00752,Male,1,No,Yes,11,48.93,Month-to-month,No
CUST00753,Female,0,No,Yes,0,111.27,Month-to-month,Yes
CUST00754,Female,0,Yes,Yes,48,68.04,Month-to-month,No
CUST00755,Female,0,No,No,28,18.25,Month-to-month,Yes
CUST00756,Female,0,No,No,22,88.16,Month-to-month,Yes
CUST00757,Male,0,No,Yes,46,75.69,One year,No
CUST00758,Female,0,No,Yes,33,23.97,Month-to-month,Yes
CUST00759,Male,0,Yes,Yes,34,82.9,Month-to-month,No
CUST00760,Male,0,No,Yes,65,82.06,Month-to-month,No
CUST00761,Male,0,No,No,34,88.21,One year,Yes
CUST00762,Female,0,Yes,Yes,66,97.44,Month-to-month,Yes
CUST00763,Male,0,Yes,Yes,64,37.22,Month-to-month,No
CUST00764,Male,1,No,Yes,14,112.19,Two year,No
CUST00765,Female,0,Yes,No,66,52.89,One year,No
CUST00766,Male,0,Yes,Yes,18,49.36,One year,Yes
CUST00767,Male,1,Yes,Yes,2,95.25,One year,Yes
CUST00768,Male,0,Yes,No,15,22.41,Two year,No
CUST00769,Male,0,Yes,Yes,25,53.86,Month-to-month,Yes
CUST00770,Female,0,No,Yes,64,80.52,One year,No
CUST00771,Male,0,Yes,Yes,24,35.52,Two year,No
CUST00772,Male,0,Yes,No,46,36.88,One year,No
CUST00773,Male,0,No,No,54,41.21,Month-to-month,Yes
CUST00774,Female,0,No,Yes,66,95.75,Month-to-month,No
CUST00775,Male,0,No,No,14,64.61,Month-to-month,No
CUST00776,Female,0,No,No,54,25.1,Month-to-month,No
CUST00777,Female,0,Yes,Yes,62,58.43,One year,No
CUST00778,Male,0,Yes,No,51,117.71,One year,No
CUST00779,Male,0,No,Yes,43,104.09,Month-to-month,Yes
CUST00780,Male,1,No,No,34,99.7,One year,No
CUST00781,Female,1,No,No,65,96.34,Month-to-month,Yes
CUST00782,Female,1,No,Yes,17,93.26,Month-to-month,No
CUST00783,Female,0,Yes,No,41,81.44,Month-to-month,Yes
CUST00784,Male,1,No,Yes,37,68.01,One year,No
CUST00785,Female,0,Yes,No,15,50.09,Month-to-month,Yes
CUST00786,Female,0,Yes,Yes,71,97.5,One year,No
CUST00787,Male,1,No,Yes,39,67.72,One year,Yes
CUST00788,Female,1,No,Yes,64,44.87,Month-to-month,No
CUST00789,Female,0,No,No,7,22.6,Month-to-month,No
CUST00790,Female,0,No,No,12,119.18,Month-to-month,Yes
CUST00791,Male,0,Yes,Yes,39,110.86,One year,Yes
CUST00792,Female,0,No,Yes,2,21.81,Month-to-month,Yes
CUST00793,Female,1,No,Yes,60,118.55,One year,Yes
CUST00794,Female,0,Yes,No,12,39.0,One year,No
CUST00795,Female,0,No,No,55,82.82,Month-to-month,No
CUST00796,Male,0,No,No,6,76.5,Month-to-month,No
CUST00797,Male,0,No,No,8,72.17,One year,Yes
CUST00798,Female,0,No,No,55,49.96,One year,No
CUST00799,Female,1,Yes,Yes,66,76.84,Two year,No
CUST00800,Female,0,No,Yes,66,65.17,Month-to-month,Yes
CUST00801,Female,1,No,No,8,104.29,One year,Yes
CUST00802,Female,0,No,Yes,51,33.3,Month-to-month,Yes
CUST00803,Female,1,No,No,54,21.77,One year,Yes
CUST00804,Male,0,No,No,70,104.96,Month-to-month,No
CUST00805,Female,0,Yes,Yes,40,106.45,One year,No
CUST00806,Female,0,Yes,No,17,76.24,Month-to-month,Yes
CUST00807,Male,0,No,Yes,30,96.87,One year,Yes
CUST00808,Female,0,No,Yes,18,39.84,Month-to-month,Yes
CUST00809,Female,0,Yes,No,68,114.77,Month-to-month,Yes
CUST00810,Female,1,Yes,No,18,91.0,Month-to-month,No
CUST00811,Male,0,Yes,Yes,32,49.55,One year,No
CUST00812,Female,0,Yes,No,49,116.0,Month-to-month,No
CUST00813,Female,0,Yes,Yes,38,108.81,Month-to-month,No
CUST00814,Female,1,Yes,No,10,113.93,Two year,Yes
CUST00815,Female,0,No,Yes,20,69.65,One year,Yes
CUST00816,Female,1,Yes,Yes,23,98.68,One year,Yes
CUST00817,Female,0,No,No,10,43.46,Month-to-month,No
CUST00818,Male,1,No,No,61,31.62,Two year,No
CUST00819,Female,0,Yes,Yes,53,58.14,Month-to-month,Yes
CUST00820,Male,0,Yes,Yes,11,38.22,Two year,No
CUST00821,Male,0,No,No,33,115.72,Month-to-month,Yes
CUST00822,Male,0,No,No,63,90.78,Month-to-month,Yes
CUST00823,Female,0,No,No,16,39.07,Month-to-month,Yes
CUST00824,Female,0,No,Yes,52,20.93,One year,No
CUST00825,Male,1,Yes,No,58,65.83,Month-to-month,No
CUST00826,Female,0,No,No,32,74.81,Month-to-month,Yes
CUST00827,Male,1,No,Yes,0,81.21,Month-to-month,Yes
CUST00828,Female,0,Yes,Yes,22,69.38,Month-to-month,No
CUST00829,Female,0,Yes,No,67,44.56,Month-to-month,Yes
CUST00830,Male,1,No,No,55,107.45,Month-to-month,No
CUST00831,Female,0,No,Yes,40,68.11,One year,No
CUST00832,Female,0,Yes,Yes,6,21.66,Month-to-month,Yes
CUST00833,Female,1,Yes,No,5,118.86,Month-to-month,Yes
CUST00834,Female,1,Yes,Yes,15,38.78,Month-to-month,Yes
CUST00835,Male,0,Yes,Yes,67,36.42,One year,No
CUST00836,Male,1,Yes,No,3,118.1,Month-to-month,Yes
CUST00837,Female,0,No,Yes,3,102.73,Month-to-month,Yes
CUST00838,Female,0,Yes,No,5,114.99,One year,Yes
CUST00839,Male,0,Yes,No,41,93.87,One year,No
CUST00840,Female,0,No,No,22,96.63,Month-to-month,Yes
CUST00841,Male,0,Yes,No,51,94.76,Month-to-month,No
CUST00842,Male,0,No,No,39,79.56,Two year,No
CUST00843,Male,0,Yes,No,57,66.6,Two year,No
CUST00844,Female,0,No,No,23,61.45,Month-to-month,Yes
CUST00845,Female,1,Yes,Yes,63,84.02,Month-to-month,Yes
CUST00846,Female,1,Yes,No,38,31.03,Month-to-month,No
CUST00847,Male,1,No,Yes,70,22.6,Month-to-month,Yes
CUST00848,Female,1,Yes,No,72,54.26,Two year,No
CUST00849,Male,0,No,Yes,23,22.62,Two year,No
CUST00850,Female,0,No,No,33,111.65,Month-to-month,No
CUST00851,Male,0,Yes,No,13,19.83,Month-to-month,Yes
CUST00852,Male,0,No,No,51,116.51,Two year,No
CUST00853,Female,0,No,No,38,31.78,Month-to-month,Yes
CUST00854,Male,0,Yes,Yes,61,84.27,One year,No
CUST00855,Male,0,No,No,18,20.23,Month-to-month,Yes
CUST00856,Male,1,No,No,2,77.69,Two year,Yes
CUST00857,Female,0,No,Yes,13,90.74,One year,No
CUST00858,Female,0,Yes,No,51,78.29,Month-to-month,No
CUST00859,Female,0,Yes,Yes,54,74.43,One year,No
CUST00860,Female,1,Yes,No,44,62.5,Month-to-month,Yes
CUST00861,Male,1,No,No,29,77.94,Month-to-month,No
CUST00862,Female,0,No,No,53,86.66,Two year,No
CUST00863,Female,0,Yes,No,11,31.17,One year,Yes
CUST00864,Female,0,No,No,38,74.8,Month-to-month,No
CUST00865,Female,0,No,Yes,22,109.23,Two year,Yes
CUST00866,Male,0,No,Yes,29,40.86,Month-to-month,Yes
CUST00867,Female,0,Yes,No,19,107.12,Two year,No
CUST00868,Male,0,No,No,14,97.73,Two year,No
CUST00869,Male,0,Yes,Yes,15,110.92,Two year,Yes
CUST00870,Female,1,No,Yes,19,52.13,One year,Yes
CUST00871,Male,1,No,Yes,31,66.31,Two year,No
CUST00872,Male,0,No,No,53,85.83,Month-to-month,Yes
CUST00873,Female,0,Yes,No,52,109.6,Two year,No
CUST00874,Female,0,No,Yes,1,70.77,One year,Yes
CUST00875,Female,0,No,Yes,55,95.44,Month-to-month,No
CUST00876,Male,0,No,No,51,89.48,Two year,No
CUST00877,Female,0,Yes,No,67,32.98,One year,No
CUST00878,Male,1,No,No,25,26.6,Two year,No
CUST00879,Female,0,No,Yes,11,49.85,Month-to-month,Yes
CUST00880,Male,0,Yes,No,30,49.0,Two year,No
CUST00881,Male,0,No,No,64,22.87,Month-to-month,No
CUST00882,Male,1,No,Yes,58,42.08,Month-to-month,No
CUST00883,Male,0,No,No,17,71.01,One year,Yes
CUST00884,Female,0,No,No,12,61.42,Month-to-month,Yes
CUST00885,Male,0,No,Yes,60,25.96,Month-to-month,No
CUST00886,Female,1,No,No,54,88.28,Two year,No
CUST00887,Female,0,Yes,Yes,62,31.2,One year,No
CUST00888,Male,0,No,No,4,114.3,One year,Yes
CUST00889,Male,1,Yes,Yes,47,22.11,One year,Yes
CUST00890,Female,0,No,No,37,98.7,Month-to-month,Yes
CUST00891,Female,0,No,No,27,93.45,Month-to-month,Yes
